text,label
"The candy be just cherry red, No flavor. Just design and chewy. I would never buy them once again",augmented
"I ' ve hear 5 - hour energy, red rain, NOS, and other energy shots. This be my favorite in footing of taste and effect. Plus, information technology ' s slightly reassuring to have it away that natural ingredients exist used. Sometimes I wonder what I ' m really putting into my consistency with some of the other brands. I purchase a box about once every 2 month for the past 2 years.",augmented
I have a standard poodle and pomeranian who both do wonderful on this food. I have switched them to a different food (due to price) a couple of times and end up going right back to natural balance.,positive
"We purchase these chips at a small sandwich shop in Sonoma while we were on vacation. I wasn ' t sure what to expect by the package, and at first bite One didn ' t get laid what to think. .. and then all of the flavors hit! <br /> Yum! They are a bit spicy, but nothing overpowering. Just lots of crunchy, sweet, spicy good. They aren ' t sold everywhere though, I ' m still trying to find them someplace close to where I live.",augmented
"The tiny Altoids are great for a quick breath freshening and the small box is great for portability. It's full, but compact.<br /><br />I haven't run out yet, and probably won't for a couple months, but I can't wait to buy it again.",positive
"Even with small containers, they don ' tonne fill them astir. These little tins are less than half filled and at the price charged it seem a rip - off. Is there some exotic ingredient as high priced as gold contained in those tiny squares? Operating theatre how about the cereal ploy, they were filled at the factory but settled in transport. <br /> Can manufacturers be honest in their dealing?",augmented
"I fed this to my Golden Retriever and he hated it.  He wouldn't eat it, and when he did, it gave him terrible diarrhea.  We will not be buying this again.  It's also super expensive.",negative
These are my favorite gluten - loose dairy farm - free flavored chip. Many other salt and vinegar micro chip comprise dairy so it ' s nice to find ones that I can corrode. The vinegar flavour be rattling intense and good.,augmented
This is what I was looking for and was missing it. The taste is exactly the taste as the one made in India so just loved it and remember my days back in India. Definitely recommend it.,positive
"Besides the obvious convenience and portability of the individual creamer, I liked this item specifically because of packaging. I couldn ' t believe how many reviews I read about coffee creamer cups; but many of the Amazon creamer option (both Coffeemate and International Delight) had multiple negative reviews due to the shipment arriving with broken cups thanks to sloppy packaging. <br /> <br /> That was not an issue here. The shipment arrived in four dispensing boxes of 50 each (as shown in the photo ); those boxes were tightly packed in a thick cardboard box which could take a good beating before damaging the inner boxes. Thus, none of my cups were broken, no waste and no sloppy drippy mess. Asset the four boxes means I could put one in the kitchen, one in the bathroom (we moved our mini Keurig there when we upgraded the kitchen Keurig - best idea my husband ever had ), and one at work, with a reserve for whichever runs out first. <br /> <br /> If you are see for these mini creamers but deterred like I was by the negative promotional material reviews on other options, this is your best bet. As a bonus, the auto delivery price is very reasonable.",augmented
I order these olives a lot. They are un-like any other olives out there. The subtle flavors of the brine go great with cheeses. One of my favorite appetizer treats for guests.,positive
i love the convenience of the singles. The best creamer around.Taste is just like the big bottle. I can stick them in my purse and take them to work.,positive
"I keep trying other brands.... cheaper brands. Stupid me! This ginger IS soooo worth the money. Tender, moist and never a let down.",positive
"To me, these are nothing like the regular Altoids and are not breath mints. They are pleasant-tasting little candies in a cute convenient tin, and that's as far as it goes. The mintiness is just not strong, and the wintergreens are definitely weaker than the peppermint minis. I'm not a dragon-breath person, but still, one of these mints is too small to have any effect on my breath. Four or five will freshen my breath for a short while - maybe 15 minutes. At this point, I think the Icebreakers Frost mints are the best as sugar free breath mints.",negative
"These singles sell for $ 2. 50 - $ 3. xxxvi at the storage for 1 box of twenty four singles. I ' m not sure why Amazon is selling it for $ 9. 99 for a loge of 24 singles. Hazelnut deep brown cream pitcher is my favorite, but rightfully this is not a good buy.",augmented
"While my dogs like all of the flavors that we have tried of this dog food, for some reason their itchiness increased when I tried the lamb and rice. I have some very itchy dogs and am giving them a limited factor dog food to try to help. The duck's egg and sweet murphy cut down on the itching significantly, merely when we tried lamb and elmer reizenstein they started itching more than once again. I like Natural Balance for the quality ingredients.",augmented
"Use frequently as we like to do Asian dishes at least once a week.  Love this product.  Fast shipping, as usual.  Would buy again.",positive
"I was pretty pleased with these mushrooms. They were mostly large pieces, re-hydrated well and had good flavor. I'd estimate about 25% of the contents were broken into medium to small pieces, most likely due to the shaking about in transit. Not a problem since I sometimes break the large pieces into smaller ones for some recipes. There was a small amount (perhaps an ounce or so) of very small/minced-size/dust-like pieces. Still useful to add into gravies and the like. Nothing gets wasted!<br /><br />The label says it is a product of China and Italy. Nothing was specified as to the proportion from each country.<br /><br />I'm quite fond of dried mushrooms. While they may lack the texture you can get only when using fresh ones, the convenience of always having them on hand is a big plus. Additionally, I find the broth used to re-hydrate them adds a wonderful flavor to soups and stews. To save time and add flavor, I sometimes add the dried mushrooms directly into the soup or stew without re-hydrating them. Really helps meld all the flavors together. I also am fond of adding some to the cooking water when boiling pasta. The pasta picks up a wonderful earthy flavor when it cooks in the mushroom-infused water.<br /><br />This was the first time I used the Roland brand (got it on a price dip from the Amazon Warehouse), and would certainly buy them again. Highly recommend.",positive
These chips remind me of a long obsolete brand of chips we could get in middle school. They are by far the tastiest chips I've had and it's impossible to walk past the aisle without picking up the trademark blue bag and then putting the bag clip on the bag!,positive
"Atomic number 53 don ' t know how long these sat on the back of a shelf somewhere, only they be so old that they wouldn ' t cook. I had to throw half of them out, because the skins were damaged, a clear sign of dried beans past their prime. I can ' t even return these or ask for a refund, because food is not returnable. Will find a different brand to practice. For forthwith, I have about fifty servings of beans to throw away.",augmented
"My cat will go for a day, probably longer, haven't tryed it, but he'll walk right by this stuff every time, even when I know he's hungery. ABSOLUTELY NO INTEREST. I swear he'd rather die of starvation then even take a wiff of it!!",negative
"I ordered this product at the like time as the Kirkland Signature salmon. The Raincoast Trading Centennial state. salmon is very tasty, equally as good quality salmon as the Kirkland. However, the Raincoast arrived in unadulterated condition, the Kirkland cans comprise dented badly. I recommend this product to anyone who likes boneless skinless canned salmon.",augmented
"Terrible! Artificial lemon taste, like Pledge Lemon Furniture Polish. Don't do this to yourself. Just use plain flake salt and some fresh grated lemon zest.",negative
"We had trouble recover this topically - delivery was tight, no to a greater extent hunting up and down the flour gangway at our local market stores.",augmented
If you are looking for the secret ingredient in Robitussin I believe I have found it.  I got this in addition to the Root Beer Extract I ordered (which was good) and made some cherry soda.  The flavor is very medicinal.,negative
"My husband is a Twizzlers junkie. We ' ve bought these many time from Amazon because we ' re authorities employees living overseas and can ' t receive them in the country we be assigned to. They ' ve ever be fresh and tasty, take intimately and arrive in a timely manner.",augmented
"A great healthy chew for my 9 wk old beagle, Rio. He loves the taste and it sure beats my arm.",positive
I bought this for our bureau to give citizenry something sweet to snack on. Because it ' s chomp size information technology ' s easier for hoi polloi to grab a couple a pieces rather than an entire licorice reefer. My only complaint cost that one of the dish broke open in shipping.,augmented
"My bounder has a ton of allergies both environmental and food. She was on a prescription cad food before we had her tested to see what allergies she has. After we receive the examination back, we learned she was allergic to something in the prescription brand. So I finally found this dog solid food and she has done and so well on this! She still induce her environmental triggers, but I am happy she can finally eat something I eff won ' t cause her pain.",augmented
"My English Bulldog had skin allergies the summertime we got him at age 3. The vet recommended we wean him off the food his old owner gave him (Iams Lamb and Elmer leopold rice) and onto a new kind. This was the 2d matchless we tried, and it has been working ever since. It ' s for dogs that need a special diet who can be sensitive to additives and proteins commonly ascertain in commercial dog food (same chicken or beef ).",augmented
""" Sugar in the Raw "" (tm) Please Harvest Cane w / o Burning <br /> To be delivered to: HC & S <br /> Dearest "" Sugar in the Raw "" folks, <br /> <br /> We world health organization buy your product care about the surround. And we ' d like to screw that you care overly. When you burn the cane fields on Maui, it adds to the CO2 and worsens climate change. And the smoke from your burning is damaging the lungs of your workers, your workers ' children and the residents of Maui. <br /> <br /> We love your product and want you to change to no - burn harvesting so we can continue to buy it, knowing we aren ' t contributing to Global Warming and lung disease. <br /> <br /> [. .. ]",augmented
This is great stuff. Take a crap some truly tasty banana tree moolah. Good timber and abject price in town.,augmented
"A very bitter try coffee yet when enhanced with cream and / or dearest. Definately not my cup of umber. Oh, do i say it comprise bitter?",augmented
If used on a daily base you volition keep your gingiva healty and between your tooth uncontaminating and free of plack.,augmented
Cast this in my husbands stock for Christmas and information technology be a hit.,augmented
"This vender is very skillful. And the price is very good. The only reason I stop ording cost bacause I went to sugar free, and at that time he did not have information technology. But for those of you that don ' t take to watch there fat in takings, Ane would get this product from them.",augmented
"I started my cat on Felidae Platinum astir 3 weeks ago and she eff it. She ' s an older cat, somewhat overweight, and had a ill tempered temperament. I first of all mixed it with her previous food and she figured out which was which - - she ate the Felidae and left the old food! She ' s now comprise on just the Felidae for about ten days now, off the old food entirely, and she is a much sweeter, happier cat. I think it must agree with her better oregon be more easily digested, or something. In any case, I am a happy purchaser of Felidae. I don ' t agree with the previous reviewer that cats don ' t like it. Clearly, mine does.",augmented
"If you like Oreo's or the Oreo cakester, then you've got to try the Double Stuff cakesters!!! These are the best!! Side note: shipping was very slow, but maybe your chances will be better.",positive
"Im learning that Latin American and South American coffees have this distinct ""coffee"" caramelish finish.  As a Peets Coffee fanatics we learned that Weavers roaster was the roaster for Peet's and we are hooked !  I already reviewd the French and Organic blend, but I must say this coffee here is a perfect afternoon drink.<br />Met the weavers team at the Warner Brothers party and they gave me a half a pound of french roast.  Since them we are fans.<br />You wont be dissapointed !",positive
"Might be a little spicy for some, but this stuff rocks. I use 1/2 and1/2 with V8 for a milder version , or the best is a Bloody Caesar!<br />Half mix ,half clamato!",positive
serious flavor! these came securely tamp. .. they be unfermented and delicious! ane love these Twizzlers!,augmented
"I know the product title says Molecular Gastronomy, but don't let that scare you off.  I have been looking for this for a while now, not for food science, but for something more down to earth.  I use it to make my own coffee creamer.<br /><br />I have to have my coffee blonde and sweet - but the flavored creamers are full of the bad kinds of fat, and honestly, I hate to use manufactured ""food"" items.  I really don't think they are good for the body.  On the other hand, I hate using cold milk or cream, because I like HOT coffee.<br /><br />I stumbled across this on Amazon one day and got the idea of making my own creamer.  I also bought low-fat (non-instant) milk powder and regular milk powder. The non-instant lowfat milk is a little sweeter and tastes fresher than regular instant low-fat milk, but does not dissolve good in cold water - which is not a problem for hot coffee.  You will have to play with the ratios - I would not do just the heavy cream, it made the coffee too rich. Also, I think the powder is too expensive to just use on it's own. I like mixing 1/3 of each together.<br /><br />For flavoring, I bough cocoa bean powder, vanilla bean powder, and caster (superfine) sugar.  I mix up small batches along with spices like cinnamon and nutmeg to make my own flavored creamers.  If you wanted, you could use a fake sweetner powder instead.  I make up small amounts that I store in jelly canning jars. I also use my little food chopper/food processor to blend everything, so the sugar is not heavier and sinks to the bottom.  Let it settle for a bit before opening the top though.<br /><br />This stuff tastes WAY better than the storebought creamers and it is fun to experiment and come up with your own flavors.  I am going to try using some essential oils next and see if I can get a good chocolate/orange mix.<br /><br />All of the ingredients I mentioned are here online.  Take the time to experiment.  Maybe you don't use any low-fat milk. Or don't add any flavorings.  It is up to you.  Also, would make great housewarming/host(ess) gifts.<br /><br />I am sure other molecular people will be able to tell you more of what you can do with it, and I am sure I will experiment with it in cooking - but the main reason I bought it was to make my own creamer and it worked out great.",positive
"I purchased these coffee mate singles to use at work along with the coffee ""tea"" bags.  They're great because they don't require refrigeration.",positive
"The variety packs taste great! <bromine /> <br /> I have them every morning. At $ 0. thirty cents per meal, I don ' t understand why everyone on earth isn ' t buying this stuff up. <br /> <br /> Maple and brown sugar is terrific, followed by apples and cinnamon, followed by regular. You don ' t get tired of the same ole thing, and they taste great. <brigate rosse /> <br /> I just seethe water from a small pot, empty the packet or 2 in a bowl, pour in boiling water, and watch it expand to 2x its size! <br /> <br /> Taste really good and takes minutes to prepare. <brigate rosse /> <br /> Not certain why everyone on ground isn ' t this. Convenient, healthy, very quick, excellent quality, and extremely cheap. ..",augmented
"This is ridiculous. The good gourmet ketchup Ane have ever taste. It is pricey, but sidesplitter. . love this stuff and nonsense. It would make a great gift for someone world health organization equal hard to buy for only make out their ketchup. Yummy!",augmented
"I think I have tried just about every Bloody Virgin mary mixer on the market at i prison term beaver state the other. Most cause too much clams or worst, corn sirup. This mixer is all natural ingredients and very tasty. It does have a lilliputian thrill. Enjoy.",augmented
"Five minutes in, one tentacle was prick off, ball inside crack in one half. Not long wearing enough to be a domestic dog toy. Disappointed: (. Thusly be the cad: (.",augmented
"Yes, it's probably healthier than 5-Hour Energy or Starbucks shots but if you're looking to avoid a caffeine overload, this is still not for you. Most energy drinks cannot be made w/ out a high dosage of caffeine. I believe the caffeine content of 1 Guayaki shot is 150 mL - probably lower than other un-healthy energy shot drinks but I believe most other people avoid the top brands b/c they contain too much caffeine and/or sugar. If you do not react well to caffeine, Guayaki is not a good buy either. I definitely feel an energy boost w/ 1 full Guayaki shot but not w/ out all the other caffeine side effects - irritability, nervousness, mood-swings. Caffeine overdose is why I stopped drinking coffee. But it looks even organic energy drinks are still not safe.<br /><br />Now you're NOT sensitive to caffeine, then it's a great buy. It's not loaded w/ sugar. The taste is easy and pleasant. It's not loaded w/ a bunch of chemicals like 5-Hour shots or Starbucks drinks. And the energy boost lasts for about 4 to 5 hours. Takes about 5 to 7 minutes to kick in but all this probably depends on your body/weight.<br /><br />Side note - if you want to feel energized during the day, have a protein drink first thing in the morning and stay away for heavy, fattening foods during the day that will make you feel sluggish and sleepy!",negative
"These are by far my preferent chips, they are extremely crunchy (similar to other Kettle hole style chips ), but it ' s the extreme Vinegar flavor that secernate these from less fried potato snacks. Iodin ' ve tried several former brand of Salt and Vinegar and none of them come close.",augmented
"Product obtain is as advertised. <bromine /> <br /> <a href = "" hypertext transfer protocol: / / www. virago. com / gp / ware / B001GVISJM ""> Twizzlers, Strawberry, 16 - Oz. Base (Gang of 6) </ a >",augmented
This be an first class camellia sinensis. Unmatchable of the best I experience ever had. Information technology is peculiarly great when you prepare information technology with a samovar.,augmented
"These are hands-down the absolute best Salt & Vinegar chips you can buy.  They have a great, strong flavor that has left me addicted.  These are certainly my favorite chips.  I highly recommend trying them!",positive
"I went to iv grocery stores looking for this flavor of Jello for my light green tomato jam recipe and finally found it here. This jello is wonderful! Evidently it ' s only when carried in the stores during the summer merely with harvest time in the Fall, I couldn ' t find it anywhere in town. This Jello tastes like watermelon and the jam recipe I made with it strike like citrullus vulgaris jam! Great make as regular Jello too. Delectable!",augmented
"A vile, miserable pancake. I put these in front of my toddler one morning and she actually cried. I don't know if it was their flat and anemic appearance or their salty bitter taste. Only the whole wheat flour is organic in this mix. The buttermilk, baking soda (SLS) and sea salt are not. I am going back to Nature's Path Buttermilk pancake mix. This one went straight into the garbage.",negative
I've been very pleased with the Natural Balance dog food. Our dogs have had issues with other dog foods in the past and I had someone recommend Natural Balance grain free since it is possible they were allergic to grains. Since switching I haven't had any issues. It is also helpful that have have different kibble size for larger/smaller sized dogs.,positive
So we cancelled the monastic order. It represent cancel without any problem. That cost a convinced note. ..,augmented
"A friend who ' d been drink in tea for 80 of his 84 years introduced me to this tea a few months ago. Even took me over to the store and bought me a pound. At $ 7 / lb. in a retail store or a little over $ 9 with shipping from an online merchant, I think it ' s great. I ' ve been booze Earl Grey, English Breakfast, Irish Breakfast, Lapsang Souchong, Assam, etc. Most of them were over $ 30 / lb. with shipping. Aside from the Lapsang Souchong, I think this is a great successor for all the rest. Has everything I ' m looking for in a strong, full - bodied black tea with enough grapheme to keep it from becoming boring. My current favorite afternoon tea. Unless you ' re extremely jaded or a tea snob, you ' ll love information technology.",augmented
It is ok. I would not move out of my mode to buy it again,augmented
"I was looking for a natural energy shot that works, and I found it. Steaz energy shot is my favorite!<br /><br />I recently had gastric bypass surgery, so tons of sugar is a no-no. And I'm also allergic to Sucralose (Splenda) so most other energy drinks are out.<br /><br />I tried Bazi energy shots and they didn't work as well as Steaz, and definitely didn't taste as well. These have a taste that's almost like Coca-Cola--not bad at all.<br /><br />If you're looking for natural energy, give these a try.",positive
"Love this boodle. It sample so much better and isn ' t as overly sweet relishing as "" regular "" sugar. We ' ve used it in quite a few baking token and they always turn away very unspoiled. The price that Amazon has this set at is very good to and have it easy to use this for everyday clobber.",augmented
"If you're impulsive like me, then $6 is ok. Don't get me wrong, the quality of these babies is very good and I have no complaints. But in retrospect, the price is a little ridiculous (esp. when you add on the shipping).",negative
"Hard to get husband to eat breakfast before school. He takes two bars now and is very happy to do so. It is often hard to find flavor in local market stores. So again, Amazon. com came through with a reasonable monetary value. Now, I came proceed the husband ' s breakfast ready as helium runs away the door in the mornings. I oft like to have a bar in the evening as a night snack.",augmented
"One love Kettle Brand Chips! <br /> I ' ve be in love with the Honey Dijon for years and decided to try out their other flavors. <br /> <br /> Sea Salt & Vinegar Chips are TANGY, sourness, and make my lips pucker when I eat too many at a time. I got 12 big pocketbook for a bargain from amazon river ($ 11 WHAT? !? ). <br /> <br /> Personally, the flavor is too much for me, merely my mom & aunt LOVE them and they hate potato chips.",augmented
I wouldn ' t still think of buy this product unless I know the monetary value per unit. How can Atomic number 53 compare other detail online oregon in a store?,augmented
"these follow the best tasting tunny plurality they make in my judgement - make a great on the tour collation, and really satisfying with the tomato",augmented
"I ' ve tried a variety of Ahmad tea. Not because I particularly like this brand, but they cost just easier to fall across. The Imperial portmanteau, I believe, is the most complex yet well balanced of all the ones I ' ve tried. It ' s full body like a beneficial cupful of Assam, which by no means overpower the delightful, clean taste of Darjeerling, complete with a long long lived note of bergamot. I enjoy it best in the evening. It give a satisfying and relaxing finish to a busy day. <br /> <br /> For those interested in the specifics: I use about 3 teaspoons of lose tea in a stainless blade infuser in a 16 oz mug, let it steep in 208F water for 2 - 3 min, hold the infuser out, and drink it without sugar or milk to savor its sophistication.",augmented
"This tri-color couscous is really good...full of flavor and fun to eat.  I love the texture.  I cook in chicken broth and add some minced garlic and chopped herbs (parsley, cilantro,) along with some red pepper flakes.  At the end of cooking, I add some olive oil and this makes a wonderful side dish...Highly recommend",positive
"I consume about a jar every two weeks of this, either adding it to fajitas or using it as a corn chip dip. Information technology is hot, but after awhile the medium Salsa Suprema was too mild for me; I thought maybe Atomic number 53 ' d cut down how much I eat by going to the hot Salsa Ranchera. It ' s blistering enough that people who aren ' t used to it will say "" That ' s hot! "". <br /> <br /> Flavor: bright and forward. The similarly hot Salsa Victoria is a duller taste to me, I guess earthy. This salsa is much brighter in the back talk. I don ' t like to go hotter than this because the sauces I ' ve tried lose any resemblance to yummy salsa and just taste hot (this happens to me with Tabasco sauce, for example ). <br /> <br /> A drawback is La Victoria doesn ' t make a larger bottle of Salsa Ranchera nor Salsa Victoria, nor do they betray them in [. ..] or Sam ' s Club. To get a honorable deal you have to watch for sales.",augmented
"Products takes pretty good, and it doesn ' t forget you gittery. With subscibe and save as well as Prime quantity membership I pay below $ 2 a snap. My wife try them and now she drinks them like they are going out of style. I moderate mine and they make for more effective economic consumption before weight training. I recommend this product to anyone who be looking for a healthier alternative to high sugar and unnatural products that are all over that still gives you the results of an AWESOME Energy Drink.",augmented
"I love this flavor of ramen! I don ' t eat other flavors anymore because they taste too bland by comparison. For the toilet facility of feature it delivered to my home (I have prime, so I get it in two days and don ' metric ton accept to give for the shipping ), the price on amazon isn ' t speculative at all, but it is still cheaper to run down and pick up a case of this at the grocery store.",augmented
Herbal additives in this portmanteau word destroy real tea appreciation. Information technology is solely for citizenry world health organization like herbal taste. 1 don ' t.,augmented
I am chemical sensitive as well as sugar-free. I have been using this product for over a year. I use it maybe once a week at the most. I drink 1/2 the bottle and then boost my energy after an hour or two depending on how I feel. IMO this doesn't replace my a.m. coffee but is sweet in the early afternoon when I start to fade. Once in a while I drink a full bottle before a workout. I've been drinking Guayaki Yerba Mate teas for years. Compared to the many toxic energy boosters out there I highly recommend this. This product is clean and doesn't leave nasty chems behind in the body. Try it before you judge from a review - everyone's body reacts differently.,positive
"My cats have been blithely eating Felidae Atomic number 78 for more than two years. I only got a new bag and the shape of the food is dissimilar. They tried the new food when I first put information technology in their bowl and now the bowls sit full and the jackpot will not touch the solid food. I ' ve noticed similar reviews related to formula changes in the past. Unfortunately, I now need to find a new food that my cats will eat.",augmented
"For me, Kettle is the best brand on the market. They really know how to turn the humble potato into something fit for the gods! I didn't think anything could top their salt and pepper chips, but these are my new favorite. The flavors are pure and real. They go great with just about everything and are highly addictive! I hope they come out with a low fat version; their low fat chips are excellent but they need more flavors.",positive
"I be not expecting to like these cookies as much as I act. I like chocolate chip cookies considerably enough, but I really favor a soft cookie to crisp ones. Ane have to say these Famous Amos cookies have pertty much turned me around. The cookies are rich and have that depth of sapidity that comes from quality ingredients. The chips are real chocolate and melt redilly in your mouth make a damp experience while chewing. These are truly great cookies.",augmented
These scrap are thick and crunchy. 1 perfectly love them. The taste is arrant. I like to grease one's palms these smaller bags because I tilt trust myself with a with child travelling bag of these because they taste no honest.,augmented
"I ordered this for my wife as it was reccomended by our daughter. She has this almost every aurora and like all flavors. She ' mho happy, Ace ' m happy! !! <br /> <a href = "" http: / / www. amazon. com / gp / product / B001EO5QW8 ""> McCANN ' S Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brownness Sugar, x - Count Boxes (Pack of 6) </ a >",augmented
"I ordered two of these and two of raspberry latice tarts directly from FantasiCakes website for a dinner party I was hosting. It arrived fresh and intact. Very good size. I froze half for later use. I am a pastry lover and these were the best I've ever tasted. The pastry was soft, the jam was really good and the taste was great. They were gone in no time. My guests were really impressed.",positive
"The order arrived as advertised. I have had only a few chances to use it, but it is awesome. The flavor is exactly what I hoped for! It may take me a while to finish the entire gallon, but I will definnantly order again!",positive
Right now I'm mostly just sprouting this so my cats can eat the grass. They love it. I rotate it around with Wheatgrass and Rye too,positive
"I was not expecting to like these cookies as much as I do. I like chocolate chip cookies well enough, but I really prefer a soft cookie to crisp ones. I have to say these Famous Amos cookies have pertty much turned me around. The cookies are rich and have that depth of flavor that comes from quality ingredients. The chips are real chocolate and melt redilly in your mouth creating a moist experience while chewing. These are truly great cookies.",positive
"Hard to find the wintergreen smalls [sugar free] as stores only have the red small [eucalyptus amygdalina - - such a common smell ]. The wintergreen is refreshing and absolutely delicious. Driving cross country, if someone cuts pine tree state off, I turn to my daughter with my handwriting out and say "" Wintergreen Me! "" She pulls unmatchable out, puts it in my hand, and all is right with the existence.",augmented
"Try this you might like it. I did and 1 exist quite addicted, information technology is too easy to prepare, information technology tastes great and it absorbs the flavors you cook it with. The price is really good and well worth the purchase. If you like this type of Couscous like I do, then give this i a try. It can be eaten hot, elbow room temp or in a cold salad with a variety of greens and other flavors, it takes on the other flavors very well when mixed. I cooked the Couscous with a broth and oilive oil for added savour and it rocked my taste buds big time. Ace will be back for more.",augmented
"These Honey Dijon chips bring a terrific balance of salty, tangy, sweet and crunchy. Former brands I ' ve tried use too much mustard flavor, which overpowers the Honey Dijon pairing. <br /> <br /> These chips make a great side dish on a BBQ plate with baked beans, coleslaw or potato salad and grilled meat. Naturally, they also go down great with beer. <br /> <br /> As an Oregonian, I ' m proud to share these delectable snacks with friends, especially those living outside our state and who haven ' t experienced gourmet chips. I tell them Kettle Brand does for potato chips what microbrews did for beer. <br /> <br /> Kettle Brand murphy chips are unmistakable - - a light gold color, rich flavor and amazing crunch. Kettle Brand chips are likewise a healthier snacking option than the major chip brands. Kettle Brand chips don ' t have trans fats, MSG or artificial flavors and colorings. The company likewise has a line of organic potato chips and all of their products are certified Kosher. <br /> <br /> I also recommend these early Kettle Chips flavors: <a href = "" http: / / www. amazon. com / gp / product / B000G6MBUA ""> Kettle Chips Sea Salt & Vinegar </ a> and <a href = "" http: / / www. amazon. com / gp / product / B000G6Q4GM ""> Kettle Chips Spicy Thai </ a >. <br /> <br /> Annette Solomon, a reporter for the Salem Statesman Journal recently noted that a glass of wine goes nicely with these chips. Solomon wrote, "". .. you could be missing out on a wonderful pairing. These chips are spicy, so you would want to select a semi - sweet white wine. Also, a moderate amount of acid will subdue the strong flavors of ginger, lime, garlic and cilantro without over - powering them. Classically, a German - style Riesling fits these parameters perfectly. """,augmented
"I love, and use the empty containers for medicine/advil in my purse, desk, suitcase. Also line with felt to keep earrings. Perfect little size to disguise small valuables when traveling and LOVE the mints. Tiny and powerful without burning my mouth.",positive
It ' s e'er a pleasance to find French ' s products on the world wide web. All of the markets in my area have made a buy to convey nothing only McCormacks bland and tasteless seasonings. <br /> <br /> This is the most flavorful cooking purse mix you testament ever find.,augmented
"If you like Oreo ' siemens or the Oreo cookie cakester, then you ' ve make to try the Double Stuff cakesters! !! These are the best! ! Side note: shipping was very slow, but possibly your chances leave follow better.",augmented
"If you like the Sri lanka tea variety, you will certainly enjoy and appreciate this tea. <br /> <br /> I am so happy to find Ahmad tea available here (thanks Amazon!) and very surprised at the negative review from 2009 because in the 20 + years we have been drinking Ahmad teas not even once have we been disappointed. The brilliant quality of Ahmad teatime has remained consistent throughout the years. <br /> <red brigades /> The current deal for the pack of tetrad is very full (cheaper than I can find locally ). <br /> <br /> Highly recommended. <br /> <br /> NOTE: This listing ' s description is confusing. Each parcel of tea weighs 500 grams, which equals 1. 1 pounds or 17. 6 oz..",augmented
"I really enjoy this product. I had such a hard time finding it affordable in the store. Once I found it I look no further, it's the only sugar I use.  Thanks so much.",positive
"The taste was great, merely the berries had melted. Crataegus laevigata order once again in wintertime. If you gild in stale weather you should enjoy flavor.",augmented
Fresh fragrance and predilection. Easy to eat one tin in few hours. I use them as favour and everyone loved them.,augmented
"My son has have acid reflux since birth and has been on every medicament available with no improvement, Until an older man came into his work place and told him about this product and I automatically grade it for him. I was really not expecting any better results than the 1000 other things we have tried. What a surprise! He has not ingest any heartburn or symptoms since day 2 of starting eating one piece of this Ginger each morning. He can like a shot eat anything and in reality enjoy it. This product was a God send for him. Thank you all for it!",augmented
"The spicy version of this ketchup isn ' t bad, but it is too expensive. The regular version is sweet as dessert. Horrible. Annie ' s Organic fertiliser have a much better flavor and cost a lot less. Even Heinz organic is a unspoilt hand. Iodin gave it three genius instead of two because information technology is in trash, non plastic.",augmented
"Go ahead and drink the other brands served at your neighborhood cafe if you must but make sure you have a stash of Weaver's Peru Organic Whole Bean at home to serve up to your friends and family who deserve the best coffee.  And when you go back to that corner cafe where people drink average coffee because they don't know better, take along a travel mug filled with Weaver's coffee from home and enjoy a real Cup of Joe.  Er, Weaver's.",positive
"Honey Dijon flavor: okay relish, but both my girlfriend and I thought they left a bad aftertaste. The aftertaste is sort of like old cheese (presumably some folks like this. .. I ' thou not a fancy cheese eater ), and it lingers for at least an hour. I ' d give this flavor a rating of 2 stars out of 5. <br /> <br /> We have also tried the NY Cheddar flavor (foursome stars ), which we both liked better, and they didn ' t leave any long - tarriance or bad aftertaste. <br /> <brigate rosse /> I ' five hundred give the consistency of the chips 4 stars. The chips are crunchy, but also greasy plenty that I keep a napkin near or wash my hands after eating Kettle Chips.",augmented
I am very satisfied with my Twizzler purchase.  I shared these with others and we have all enjoyed them.  I will definitely be ordering more.,positive
"My Scotties were full of hot spots and when I used this within a week all the hot spots were gone. The smell is kinda strong, but not bad. It's tolerablel.",positive
"They are good but need more cheese and wish they were krinkle cut. I much prefer the salt & pepper simply for the krinkle cut - they have a better grain. All around this brand embody much good than Frito - Lay and a good price on Amazon when you engender free shipping. These are similar to Tim ' s or Zack ' s chips in that they be very crispy. <br /> <br /> On a side of meat note, these are the hardest bags to open by hand. Iodine have to use a knife or scissors everytime.",augmented
The tomatoes are the star of the classic flavor. It constitute clean and really fresh! Perfect on an alligator pear wimp sandwich. <br /> <brigate rosse /> The spicy flavor is more complex and is the best ketchup I feature ever tried. Information technology is so effective Unity have now used it on foods that would make me look crazy!,augmented
"This is a delicious sugar. It has a pretty light brown color and delicious aroma. But the granules are quite big, however -- bigger than plain refined sugar. This makes is difficult to cream butter and sugar together. But if you use it in a recipe where you will melt the sugar first before baking it, or if you use it to brew beer and plan to boil it to melt it, it is a great product. It would be the perfect sugar if only the granules were a bit finer.",positive
"These chocolate covered espresso bean plant are howling! The chocolate is very dark and rich and the "" bean "" inside personify a really delicious blend of flavour with just enough caffine to really give information technology a zing.",augmented
This mix is very poorly packaged and breaks open easily during shipping. Nearly a full bag of my order was spilled in the shipping box. 3 bags out of 4 had come unsealed at the top. There were no tears in the packages.,negative
